cds,lea,county,i_exp,i_all,ii_exp,ii_all,iii_exp,iii_all,iii_plan_link
19647331933746,Granada Hills Charter,Los Angeles,692696,692696,2974912,2974912,6687427,6687427,https://resources.finalsite.net/images/v1686674532/ghchscom/jr9ccdntkiiuldf7sbje/ESSER-III-Expenditure-Plan.pdf
19647331995836,Palisades Charter High,Los Angeles,263413,263413,985143,985143,1278489,2214543,https://www.palihigh.org/pdfs/Governance/Board_Meeting_Archives//2021_Board_of_Trustees_Schedule/2021_10_12/2021_10_12_board_meeting_packet.pdf
19647331996610,Los Angeles Leadership Academy,Los Angeles,148032,148032,604517,604517,1358919,1358919,https://web.archive.org/web/20230604140314/https://www.laleadership.org/uploads/7/6/0/2/76022981/lala_esser_iii_plan_updated_1.pdf
19647336017016,Fenton Avenue Charter,Los Angeles,314868,314868,1192721,1192721,2671166,2681166,https://resources.finalsite.net/images/v1644893721/fentoncharternet/lwk5ajnnmokidn8pe7tl/FACSESSERIIIPlanREV01212022.pdf
19647336018204,Montague Charter Academy,Los Angeles,289416,289416,1146117,1146117,2576403,2576403,https://www.montaguecharter.org/apps/pages/index.jsp?uREC_ID=66982&type=d&pREC_ID=2309519
19647336018642,Pacoima Charter Elementary,Los Angeles,372311,372311,1474390,1474390,3314341,3314341,https://4.files.edl.io/d1d6/04/14/22/180819-5cbc52c1-b7a6-41f6-af3c-dfa3735ed146.pdf
19647336019079,Santa Monica Boulevard Community Charter,Los Angeles,348447,348447,1352164,1352164,1973153,3039585,https://resources.finalsite.net/images/v1635811802/fentoncharternet/bylmdaejo80gczxzxeg3/SMBCCSESSERIIIPlan101821.pdf
19647336019715,Vaughn Next Century Learning Center,Los Angeles,1106227,1106227,4380770,4380770,9638943,9847712,https://resources.finalsite.net/images/v1638402304/myvaughnchartercom/olqb4owv8k5paqfbxmxz/FINALESSERIIIExpenditurePlan21-22.pdf
19647336112536,Accelerated,Los Angeles,294654,294654,1166859,1166859,2027636,2623031,https://www.accelerated.org/wp-content/uploads/2021/10/Esser-III-Expenditure-Plan-TAS-1.pdf
19647336114912,Watts Learning Center,Los Angeles,148305,148305,587303,587303,1226984,1320223,https://4.files.edl.io/7e64/01/07/22/183635-b22f30e3-e733-4ac6-a85c-6c5e14f1ca63.pdf
19647336116750,PUC Community Charter Middle and PUC Community Charter Early College High,Los Angeles,229127,229127,918052,918052,767683,2063727,https://www.pucccechs.org/apps/pages/esser-expenditure-plan
19647336117048,ICEF View Park Preparatory Elementary,Los Angeles,168029,168029,617965,617965,1389148,1389148,https://4.files.edl.io/364f/01/17/22/013026-b4f8726b-9fa1-4b4b-9677-3c1e7042f667.pdf
19647336117667,Camino Nuevo Charter Academy,Los Angeles,263466,263466,1043352,1043352,1502707,2345394,https://4.files.edl.io/3571/10/22/21/210926-9d985124-7963-44a5-a703-8b1d27e90c3a.pdf
19647336119044,Multicultural Learning Center,Los Angeles,88723,88723,367093,367093,825204,825204,https://www.mlccharter.org/ourpages/auto/2017/10/24/42281551/MLC%20ESSER%20III%20Exependiture%20Plan%20Final.pdf?rnd=1635289004239
19647336119531,CHIME Institute's Schwarzenegger Community,Los Angeles,33659,33659,155650,155650,349893,349893,https://web.archive.org/web/20220419175050/https://chimeinstitute.org/docs/CHIME_ESSER.pdf
19647336119903,Downtown Value,Los Angeles,159550,159550,631836,631836,1320330,1420330,https://4.files.edl.io/b3fd/04/13/22/144856-7fdf084e-99b9-4454-ba26-2ace284c234c.pdf
19647336120471,Puente Charter,Los Angeles,47121,47121,188300,188300,423286,423286,https://www.puente.org/wp-content/uploads/2021/10/puente-charter-2621-esser-iii-expenditure-plan-1.pdf
19647336120489,Para Los Niños Charter,Los Angeles,136958,136958,514613,514613,1156819,1156819,https://paralosninos.org/wp-content/uploads/2022/04/CES_-esseriiiexpenditureplan-v2.pdf
19647336121081,ICEF View Park Preparatory Middle,Los Angeles,114498,114498,432869,432869,973063,973063,https://4.files.edl.io/b10b/01/17/22/013027-286c66bb-c044-439a-aef0-7923d5516cbb.pdf
19647580000000,Los Nietos,Los Angeles,352796,352796,1397107,1397107,3140615,3140615,https://4.files.edl.io/7f2b/08/19/24/032759-23e1c16a-7b49-4368-b9d2-82d3352ffcc0.pdf
19647740000000,Lynwood Unified,Los Angeles,4675534,4675534,18515588,18515588,22592257,41621953,https://4.files.edl.io/7b5e/05/17/22/001506-fefdb388-8ae8-484a-9725-f83a8b380c87.pdf
19647900000000,Monrovia Unified,Los Angeles,916311,916311,3500974,3500974,5320822,7869983,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1106099/MUSD_esseriiiexpenditureplan.pdf
19648080000000,Montebello Unified,Los Angeles,8410609,8410609,34369658,34369658,72290233,77260968,https://4.files.edl.io/61d5/01/31/24/224028-42547324-3b97-444f-bd2b-e9c11b41ae17.pdf
19648160000000,Mountain View Elementary,Los Angeles,2819897,2819897,11167080,11167080,15569511,25102938,https://www.mtviewschools.com/common/pages/GetFile.ashx?key=cAebABT4
19648320000000,Newhall,Los Angeles,755540,755540,2992014,2992014,6725871,6725871,
19648400000000,Norwalk-La Mirada Unified,Los Angeles,3522606,3522606,13873017,13873017,31185726,31185726,https://resources.finalsite.net/images/v1710349132/nlmusdorg/rpdi6yhffkptymkjeuya/ESSERIIIExpenditurePlan.pdf
19648570000000,Palmdale Elementary,Los Angeles,5650236,5650236,20264427,22808915,19625917,51273098,https://4.files.edl.io/f0da/02/06/24/212851-eab743b3-9ee3-4269-aa29-9921e51a5274.pdf
19648570125377,Palmdale Aerospace Academy,Los Angeles,682681,682681,2703485,2703485,1614715,6077276,https://www.tpaa.org/pdf/10-2021-ESSER-III-Plan-TPAA-1.pdf
19648650000000,Palos Verdes Peninsula Unified,Los Angeles,229162,229162,907504,907504,2040016,2040016,https://4.files.edl.io/b1a5/04/14/22/205125-f6f52570-f068-435f-86cf-afc45b4ceb23.pdf
19648730000000,Paramount Unified,Los Angeles,4279765,4279765,16948305,16948305,38098792,38098792,https://www.paramount.k12.ca.us/apps/pages/LCAP
19648810000000,Pasadena Unified,Los Angeles,4639334,4639334,17918289,17918289,37871600,40279259,https://web.archive.org/web/20230406043116/https://www.pusd.us/cms/lib/CA01901115/Centricity/Domain/4/board_approved_esseriiiexpenditureplan_rev_2022_01_22_lacoe.pdf
19648810113464,Aveson Global Leadership Academy,Los Angeles,39499,39499,139753,139753,314157,314157,https://drive.google.com/file/d/1bzSv5TFpk1vwaGrTgDELJcU-wx2C68Z1/view
19648810113472,Aveson School of Leaders,Los Angeles,18637,18637,79414,79414,178517,178517,https://drive.google.com/file/d/1B6MAKZviTjHuAal957wn1yDBEuVF5b7Y/view
19648810118075,Learning Works,Los Angeles,58296,58296,209731,209731,471462,471462,https://www.publicworksinc.org/wp-content/uploads/esseriii_expenplanlan_rev011422.pdf
19648810136945,OCS - South,Los Angeles,15423,15423,61077,61077,137298,137298,https://drive.google.com/file/d/1R9Zql4LthSMZgJO5sdmCCy08F_S2Ez2A/view
19649070000000,Pomona Unified,Los Angeles,8429968,8429968,33573395,33573395,33941720,75471016,https://4.files.edl.io/a36c/01/18/22/203748-3933002a-e7cf-4bb3-9c00-3d85a0abd185.pdf
19649071996693,School of Arts and Enterprise,Los Angeles,184221,184221,729534,729534,1639950,1639950,https://docs.google.com/spreadsheets/d/1X6iF9RdGjkps7TquPtnxOOz9DaVDKt1UELyKdM2RJvY/edit?gid=765301473#gid=765301473
19649310000000,Rosemead Elementary,Los Angeles,724878,724878,2810031,2810031,5972748,6316785,https://www.rosemead.k12.ca.us/cms/lib/CA01902711/Centricity/Domain/42/ESSER%20III%20ExpenditurePlan_2021_Rosemead.pdf
19649640000000,San Marino Unified,Los Angeles,255185,255185,1027415,1027415,1629641,2309569,https://www.smusd.us/apps/pages/index.jsp?uREC_ID=2646053&type=d&pREC_ID=2274829
19649800000000,Santa Monica-Malibu Unified,Los Angeles,941922,941922,3730108,3730108,8385063,8385063,https://simbli.eboardsolutions.com/meetings/TempFolder/Meetings/ESSER%20III%20Expenditure%20Plan_English%20_2089163lrhzc2qhfhg25e1svpha04p.pdf
19649980000000,Saugus Union,Los Angeles,529908,529908,2098491,2098491,3658511,4717285,https://wsos-cdn.s3.us-west-2.amazonaws.com/uploads/sites/109/ESSER-III-Expenditure-Plan.pdf
19650290000000,South Pasadena Unified,Los Angeles,237159,237159,1071135,1071135,2407849,2407849,https://4.files.edl.io/3f5d/10/13/21/200551-10932deb-4fa1-497c-bfff-fa7314dae49a.pdf
19650370000000,South Whittier Elementary,Los Angeles,987538,987538,3888004,3888004,8740005,8740005,https://www.swhittier.k12.ca.us/apps/pages/index.jsp?uREC_ID=55846&type=d&pREC_ID=2200499
19650450000000,Sulphur Springs Union,Los Angeles,739334,739334,3011965,3011965,6770720,6770720,https://www.sssd.k12.ca.us/site/handlers/filedownload.ashx?moduleinstanceid=8280&dataid=10455&FileName=SSSD%20ESSER%20III.pdf
19650520000000,Temple City Unified,Los Angeles,698350,698350,2765537,2765537,6216765,6216765,https://resources.finalsite.net/images/v1633734675/tcusdnet/nm4jchx5ukoxpnkmbr9b/Item22ESSERIIIPlan10-13-21.pdf
19650600000000,Torrance Unified,Los Angeles,1743612,1743612,6904880,6904880,14491879,15521764,https://campussuite-storage.s3.amazonaws.com/prod/484005/2752018e-59b7-11e6-943a-22000bd8490f/2401012/46c0fe3e-bab8-11ec-a6cd-0e44a3a2f20b/file/TUSD%20ESSER%20III%20Expenditure%20Plan.docx.pdf
19650780000000,Valle Lindo Elementary,Los Angeles,158725,158725,628568,628568,1412984,1412984,https://4.files.edl.io/94fa/10/05/21/175811-230529b9-3800-4206-99dc-ee9a493ccff5.pdf
19650940000000,West Covina Unified,Los Angeles,1414641,1414641,5602122,5602122,11810345,12593240,https://drive.google.com/file/d/1fv8V9AeJ7GLs8PosnSF4_ipeB7CUI_x6/view
19650940112706,California Virtual Academy @ Los Angeles,Los Angeles,640726,640726,2100623,2844285,3113849,6393786,
19650946023527,San Jose Charter Academy,Los Angeles,192005,192005,760359,760359,1709242,1709242,https://www.sanjosecharteracademy.com/apps/pages/index.jsp?uREC_ID=444729&type=d&pREC_ID=2261418
19651020000000,Westside Union Elementary,Los Angeles,754117,754117,3084631,3084631,5918628,6934068,https://resources.finalsite.net/images/v1643138087/westside/bgldxkxxim5dgonwb67v/2021_ESSER_III_Expenditure_Plan_Westside_Union_School_District.pdf
19651100000000,Whittier City,Los Angeles,1193886,1193886,4727908,4727908,9469063,10628058,https://4.files.edl.io/a94d/04/14/22/170106-8c56a72d-5b33-4342-9d02-fe9925209289.pdf
19651280000000,Whittier Union High,Los Angeles,1615063,1615063,6135916,6135916,13793179,13793179,https://docs.google.com/document/d/1-zrSIs9-OWlQTClf12ZuyAhs5c_1pHjn/edit?usp=sharing&ouid=111534424762130178995&rtpof=true&sd=true
19651360000000,William S. Hart Union High,Los Angeles,1666670,1666670,6694063,6694063,15047860,15047860,https://sites.google.com/hartdistrict.org/hart-district-fiscal-resources
19651360117234,Santa Clarita Valley International,Los Angeles,NaN,NaN,200122,200122,428876,449863,https://ileadsantaclarita.org/about/public-information/esser/
19651510000000,Wilsona Elementary,Los Angeles,551659,551659,2184625,2184625,3787090,4910908,https://go.boarddocs.com/ca/wilsona/Board.nsf/files/C7WTM977AB28/$file/2021_ESSER_III%20updated%20for%20board%20approval%20%2010-17-2021.pdf
19734370000000,Compton Unified,Los Angeles,11585599,11585599,45880146,45880146,73773819,103135868,https://resources.finalsite.net/images/v1652169299/comptonk12caus/z0jmrtbe2dvebaeyirhj/cusd-esser-iii-expenditure-plan.pdf
19734370115725,Lifeline Education Charter,Los Angeles,231942,231942,928784,928784,2087851,2087851,https://4.files.edl.io/7bdc/11/01/21/182955-befee336-9e1b-48dc-8c6e-5a41cda29258.pdf
19734370118760,Barack Obama Charter,Los Angeles,140584,140584,556728,556728,1251492,1251492,https://ingeniumschools.org/ibocs/transparency/
19734370132845,Today's Fresh Start-Compton,Los Angeles,228277,228277,859931,859931,1933074,1933074,https://4.files.edl.io/09da/11/30/21/175610-1d7f7d09-3f43-4aab-9ebc-4ceecb521c1a.pdf
19734370134338,ISANA Achernar Academy,Los Angeles,182963,182963,724553,724553,1233053,1628752,https://web.archive.org/web/20211128001750/https://isanaacademies.org/wp-content/uploads/ISANA-Achernar-Academy-ESSER-III-Expenditure-Plan67.pdf
19734370137240,Ingenium Clarion Charter Middle,Los Angeles,43834,43834,173585,173585,390210,390210,https://ingeniumschools.org/iccms/transparency
19734370137893,KIPP Compton Community,Los Angeles,87102,87102,471403,471403,1059685,1059685,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320882/bee0cea8-1fd6-11ec-b0df-0e89542fda31/file/KCOM%202021_ESSER_III_Expenditure_Plan_20210914.pdf
19734370137984,Animo Compton Charter,Los Angeles,69330,69330,344211,344211,773766,773766,
19734450000000,Hacienda la Puente Unified,Los Angeles,4039906,4039906,15998437,15998437,19241676,35963544,https://resources.finalsite.net/images/v1684874597/hlpschoolsorg/kcb257skxvreknexik21/6633286394695684942.pdf
19734520000000,Rowland Unified,Los Angeles,3628873,3628873,14370707,14370707,32304504,32304504,https://www.rowlandschools.org/apps/pages/index.jsp?uREC_ID=31254&type=d&pREC_ID=2203343
19734520120600,iQ Academy California-Los Angeles,Los Angeles,118517,118517,595659,597890,1296475,1344022,
19734600000000,Walnut Valley Unified,Los Angeles,860843,860843,3409027,3409027,7663291,7663291,https://4.files.edl.io/f20b/04/19/22/222116-3cd4810a-a130-49d6-8e50-7c4b1d991452.pdf
19752910000000,San Gabriel Unified,Los Angeles,1011320,1011320,4002474,4002474,8786414,8997327,https://4.files.edl.io/847b/02/08/22/172851-e8a76047-c2ed-4a23-9eba-eea7018ab8c5.pdf
19753090000000,Acton-Agua Dulce Unified,Los Angeles,142683,142683,687025,687025,1544393,1544393,https://www.aadusd.k12.ca.us/cms/lib/CA02214749/Centricity/Domain/21/2021_ESSER_III_Expenditure_Plan.pdf
19753090131987,iLEAD Hybrid,Los Angeles,NaN,NaN,972021,972021,823579,2185047,https://ileadhybrid.org/board-public-information/esser/
19753090132654,California Pacific Charter- Los Angeles,Los Angeles,NaN,NaN,183702,183702,401906,412952,
19753090134619,Empower Generations,Los Angeles,NaN,NaN,76542,76542,164623,172062,https://empowergenerations.org/board-information/esser/
19753090135145,Compass Charter Schools of Los Angeles,Los Angeles,86610,86610,443017,443017,616273,995875,https://www.compasscharters.org/wp-content/uploads/2021/09/ESSER-III-Expenditure-Plan-CCS-of-Los-Angeles.pdf
19753090136531,iLEAD Online,Los Angeles,29079,29079,116201,116201,261213,261213,https://ileadonline.org/board-information/esser/
19753090138297,iLead Agua Dulce,Los Angeles,NaN,NaN,92120,92120,207080,207080,https://ileadaguadulce.org/about/board-information/esser/
19753330000000,Manhattan Beach Unified,Los Angeles,110887,110887,441889,441889,993340,993340,https://4.files.edl.io/61ff/01/12/22/222118-7ebebdcd-da5c-4098-b79d-506818d917fd.pdf
19753410000000,Redondo Beach Unified,Los Angeles,359255,359255,1422687,1422687,2822333,3198116,https://4.files.edl.io/bd79/06/16/23/055943-78dead4e-c300-476c-b15d-2615e7d7ba20.pdf
19756636120158,New West Charter,Los Angeles,NaN,NaN,276359,276359,451239,621239,https://www.newwestcharter.org/pdf/esser-iii-budget-plan.pdf
19757130000000,Alhambra Unified,Los Angeles,3923247,3923247,15536455,15536455,34925036,34925036,https://drive.google.com/file/d/1JQlf4uNPvXTcN-98ay284P-ueeKCLIIb/view
19768690000000,Wiseburn Unified,Los Angeles,241699,241699,868122,868122,1883355,1951488,https://resources.finalsite.net/images/v1644870904/wiseburnk12caus/j6pztvxcn5zfwhjbuhso/ESSER_III_Expenditure_Plan_2021_WUSD.pdf
19768690119016,Da Vinci Science,Los Angeles,57973,57973,229580,229580,516083,516083,https://www.davincischools.org/wp-content/uploads/2022/04/DVS_2021_ESSER_III_Expenditure_Plan_Da_Vinci_Science_20211026.pdf
19768690119636,Da Vinci Design,Los Angeles,73156,73156,289704,289704,641235,651238,https://www.davincischools.org/wp-content/uploads/2022/04/DVD_2021_ESSER_III_Expenditure_Plan_Da_Vinci_Design_20211026.pdf
19768690128728,Da Vinci Connect,Los Angeles,32591,32591,130238,130238,290831,292768,https://www.davincischools.org/wp-content/uploads/2022/04/Connect_2021_ESSER_III_Expenditure_Plan_Da_Vinci_Connect_20211026.pdf
19768690131128,Da Vinci Communications,Los Angeles,50011,50011,232402,232402,522426,522426,https://www.davincischools.org/wp-content/uploads/2022/04/DVC_2021_ESSER_III_Expenditure_Plan_Da_Vinci_Communications_20211026.pdf
19769680109926,Academia Avance Charter,Los Angeles,140836,140836,557725,557725,1253733,1253733,https://4.files.edl.io/98d8/06/14/23/033417-c623cb81-4bae-4f47-8c7a-5b9a3142a2b8.pdf
19769920133900,Prepa Tec Los Angeles High,Los Angeles,89901,89901,369562,369562,NaN,830754,
19772890109942,Los Angeles College Prep Academy,Los Angeles,52831,52831,198664,198664,446584,446584,https://4.files.edl.io/445f/04/13/22/231208-daaaec98-2c37-4d2e-90ba-6866434ec3d1.docx
19773620140517,Eagle Collegiate Academy,Los Angeles,NaN,NaN,NaN,NaN,NaN,NaN,
20102070000000,Madera County Superintendent of Schools,Madera,223125,223125,1196079,1196079,513779,2688716,https://web.archive.org/web/20240516154028/https://www.mcsos.org/cms/lib/CA01001244/Centricity/Domain/4/MCSOS%20Approved%20ESSER%20III%20Ependiture%20Plan.pdf
20651770000000,Alview-Dairyland Union Elementary,Madera,88575,88575,379896,379896,853984,853984,https://www.adusd.k12.ca.us/cms/lib/CA02215160/Centricity/ModuleInstance/8/ESSER%20III%20Expenditure%20Plan%20-%20Alview-Dairyland%20Union%20School%20District.pdf
20651850000000,Bass Lake Joint Union Elementary,Madera,229245,229245,1749417,1749417,3844439,3932587,https://web.archive.org/web/20220305114022/https://www.basslakeschooldistrict.com/cms/lib/CA02209339/Centricity/ModuleInstance/19/10-13-21%20ESSER%203%20Expenditure%20Plan%20Template%20and%20Instructions%20-%20Federal%20Stimulus%20Funding.pdf
20651930000000,Chowchilla Elementary,Madera,793056,793056,3053212,3053212,1725184,6863440,https://chowkids.com/files/user/1/file/12.8.21-ESSER-3-Plan-Updated.pdf
20652010000000,Chowchilla Union High,Madera,391387,391387,1408077,1408077,3165274,3165274,https://4.files.edl.io/e5a2/02/16/22/011113-872752b6-3d8e-459b-9d81-fc1b520f0d44.pdf
20652430000000,Madera Unified,Madera,7079582,7079582,30562526,30562526,58558640,68702759,https://www.madera.k12.ca.us/site/handlers/filedownload.ashx?moduleinstanceid=35611&dataid=41244&FileName=Madera%20Unified%20-%20ESSER%20III%20Expenditure%20Plan.pdf
20652430100016,Sherman Thomas Charter,Madera,NaN,NaN,165284,165284,301315,371550,
20652430107938,Liberty Charter,Madera,222524,222524,871269,871269,1958562,1958562,
20652760000000,Raymond-Knowles Union Elementary,Madera,22074,22074,93539,93539,165589,210271,
20755800000000,Golden Valley Unified,Madera,175482,175482,790079,790079,1712598,1776052,
20756060000000,Chawanakee Unified,Madera,128100,128100,535677,535677,1204171,1204171,
20764140000000,Yosemite Unified,Madera,425364,425364,1625107,1625107,3653144,3653144,
21102150000000,Marin County Office of Education,Marin,121126,121126,479672,479672,965952,1078275,
21102150135350,Ross Valley Charter,Marin,11315,11315,50825,50825,114251,114251,
21653000000000,Bolinas-Stinson Union,Marin,26503,26503,14471,14471,32531,32531,
21653180000000,Miller Creek Elementary,Marin,98865,98865,216522,216522,485523,486728,
21653340000000,Kentfield Elementary,Marin,24570,24570,106277,106277,238905,238905,
21653420000000,Laguna Joint Elementary,Marin,1030,1030,3706,3706,8332,8332,
21653590000000,Lagunitas Elementary,Marin,5208,5208,NaN,NaN,NaN,NaN,
21653670000000,Larkspur-Corte Madera,Marin,61868,61868,167613,167613,337034,376783,
21653910000000,Mill Valley Elementary,Marin,76881,76881,304456,304456,684400,684400,
21654170000000,Novato Unified,Marin,606023,606023,2399914,2399914,5394866,5394866,
21654250000000,Reed Union Elementary,Marin,46283,46283,157662,157662,354414,354414,
21654330000000,Ross Elementary,Marin,16756,16756,NaN,NaN,NaN,NaN,
21654580000000,San Rafael City Elementary,Marin,566883,566883,2244914,2244914,5046435,5046435,
21654660000000,San Rafael City High,Marin,242985,242985,930956,930956,2092735,2092735,
21654740000000,Sausalito Marin City,Marin,110823,110823,376553,376553,846469,846469,
21654746118491,Willow Creek Academy Charter,Marin,46754,46754,185149,185149,416204,416204,
21654820000000,Tamalpais Union High,Marin,104047,104047,406810,406810,914484,914484,
21733610000000,Shoreline Unified,Marin,62074,62074,130917,130917,294294,294294,
21750020000000,Ross Valley Elementary,Marin,53830,53830,207770,207770,467054,467054,
22102230000000,Mariposa County Office of Education,Mariposa,12710,12710,243029,243029,544118,546314,
22655320000000,Mariposa County Unified,Mariposa,519781,519781,2054488,2054488,4426242,4618369,
22655320125823,Sierra Foothill Charter,Mariposa,17081,17081,68994,68994,155095,155095,
23102310000000,Mendocino County Office of Education,Mendocino,156396,156396,615188,615188,998706,1382906,
23655400000000,Anderson Valley Unified,Mendocino,133661,133661,507304,507304,1140388,1140388,
23655570000000,Arena Union Elementary,Mendocino,76044,76044,301141,301141,676948,676948,
23655576116669,Pacific Community Charter,Mendocino,NaN,NaN,64227,64227,144380,144380,
23655650000000,Fort Bragg Unified,Mendocino,539603,539603,2136882,2136882,3425630,4803585,
23655650123737,Three Rivers Charter,Mendocino,26439,26439,104701,104701,229437,235361,
23655730000000,Manchester Union Elementary,Mendocino,17048,17048,61332,61332,100102,137870,
23655810000000,Mendocino Unified,Mendocino,32223,32223,274303,274303,616617,616617,
23655990000000,Point Arena Joint Union High,Mendocino,35237,35237,162636,162636,365596,365596,
23656070000000,Round Valley Unified,Mendocino,220486,220486,793235,793235,1783145,1783145,
23656072330272,Eel River Charter,Mendocino,20641,20641,81740,81740,182934,183747,
23656150000000,Ukiah Unified,Mendocino,1444844,1444844,5782481,5782481,12998677,12998677,
23656150115055,River Oak Charter,Mendocino,37674,37674,132500,132500,297853,297853,
23656150140814,Shanél Valley Academy,Mendocino,NaN,NaN,83072,83072,186740,186740,https://drive.google.com/file/d/1j2B7P-d3MuNLfu3rpxD5G6xg6d8XMvWg/view
23656152330413,Redwood Collegiate Academy,Mendocino,24012,24012,99352,99352,223338,223338,
23656152330454,Sequoia Career Academy,Mendocino,42528,42528,168417,168417,378591,378591,
23656156117386,Tree of Life Charter,Mendocino,16469,16469,59249,59249,125652,133188,
23656230000000,Willits Unified,Mendocino,379642,379642,1758458,1758458,3377064,3952910,
23656230125658,Willits Elementary Charter,Mendocino,32323,32323,118247,118247,265811,265811,
23656232330363,Willits Charter,Mendocino,30800,30800,110807,110807,249088,249088,
23738660000000,Potter Valley Community Unified,Mendocino,92534,92534,332907,332907,730872,748354,
23739160000000,Laytonville Unified,Mendocino,150910,150910,597619,597619,1269352,1343412,
23752180000000,Leggett Valley Unified,Mendocino,24773,24773,84175,84175,189220,189220,
24102490000000,Merced County Office of Education,Merced,569012,569012,2201942,2201942,4919648,4949837,
24656310000000,Atwater Elementary,Merced,1691799,1691799,6699695,6699695,6537958,15060521,
24656490000000,Ballico-Cressey Elementary,Merced,127814,127814,530237,530237,384042,1191941,
24656800000000,El Nido Elementary,Merced,48827,48827,202510,202510,455230,455230,
24656980000000,Hilmar Unified,Merced,324331,324331,1605932,1605932,3031133,3610040,
24657220000000,Le Grand Union Elementary,Merced,167226,167226,667040,667040,1132333,1499467,
24657300000000,Le Grand Union High,Merced,284327,284327,1158132,1158132,2128857,2603412,
24657480000000,Livingston Union,Merced,773683,773683,3063863,3063863,6428020,6887384,
24657550000000,Los Banos Unified,Merced,3038797,3038797,11909170,11909170,26771112,26771112,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/2838/LBUSD/2196210/2021_ESSER_III_Expenditure_Plan_LBUSD_Updated_12_9_21.pdf
24657630000000,McSwain Union Elementary,Merced,111114,111114,590952,590952,1328426,1328426,
24657710000000,Merced City Elementary,Merced,5117557,5117557,20266043,20266043,37750294,45556873,https://www.mcsd.k12.ca.us/District/Portal/esserfunds
24657890000000,Merced Union High,Merced,3475764,3475764,13863914,13863914,31165262,31165262,https://go.boarddocs.com/ca/muhsd/Board.nsf/files/C7QUQZ7D3C2A/$file/2021%20ESSER%20III%20Expenditure%20Plan.pdf
24658130000000,Plainsburg Union Elementary,Merced,19751,19751,110708,110708,113307,248865,
24658210000000,Planada Elementary,Merced,379523,379523,1661953,1661953,3571498,3735972,
24658390000000,Snelling-Merced Falls Union Elementary,Merced,26048,26048,94411,94411,212229,212229,
24658620000000,Weaver Union,Merced,1123025,1123025,4512877,4512877,6506876,10144682,
24658700000000,Winton,Merced,559710,559710,2511497,2511497,2076582,5645697,
24736190000000,Gustine Unified,Merced,660083,660083,2613996,2613996,3367260,5876110,
24737260000000,Merced River Union Elementary,Merced,31245,31245,125521,125521,167352,282163,
24753170000000,Dos Palos Oro Loma Joint Unified,Merced,880837,880837,3324484,3324484,6844010,7473245,
24753660000000,Delhi Unified,Merced,801211,801211,3612470,3612470,8120620,8120620,
25102560000000,Modoc County Office of Education,Modoc,2838,2838,10210,10210,22951,22951,
25658960000000,Surprise Valley Joint Unified,Modoc,36540,36540,80176,124155,90817,279094,
25735850000000,Modoc Joint Unified,Modoc,251629,251629,1061821,1061821,2046789,2386910,
25735930000000,Tulelake Basin Joint Unified,Modoc,133106,133106,690844,690844,1291295,1552978,
26736680000000,Eastern Sierra Unified,Mono,157076,157076,565369,565369,1270916,1270916,
26736920000000,Mammoth Unified,Mono,97837,97837,387443,387443,827303,870948,
27102720000000,Monterey County Office of Education,Monterey,255596,255596,955217,955217,2147273,2147273,
27102720112177,Monterey Bay Charter,Monterey,NaN,NaN,104826,104826,154412,235642,
27102720116491,Open Door Charter,Monterey,NaN,NaN,NaN,NaN,NaN,NaN,
27102720124297,Bay View Academy,Monterey,49442,49442,203299,203299,457003,457003,
27102726119663,Oasis Charter Public,Monterey,50027,50027,182069,182069,409281,409281,
27659610000000,Alisal Union,Monterey,1818393,1818393,8076186,8076186,18154791,18154791,https://web.archive.org/web/20240626170754/https://www.alisal.org/cms/lib/CA02215153/Centricity/Domain/213/ESSER%20III%20Expenditure%20Plan%20for%20Alisal%20Union%20School%20District.10-27-21.pdf
27659790139980,Virtual Preparatory Academy at Monterey,Monterey,NaN,NaN,NaN,NaN,NaN,NaN,
27659870000000,Carmel Unified,Monterey,150476,150476,1077381,1077381,2421889,2421889,
27659950000000,Chualar Union,Monterey,52243,52243,328043,328043,737422,737422,
27660350000000,Greenfield Union Elementary,Monterey,866339,866339,3276760,3276760,7365964,7365964,
27660500000000,King City Union,Monterey,720823,720823,3205979,3205979,6567955,7206853,
27660680000000,South Monterey County Joint Union High,Monterey,522292,522292,2150770,2150770,4700304,4834804,
27660920000000,Monterey Peninsula Unified,Monterey,1610135,1610135,7808973,7808973,17263163,17554111,https://go.boarddocs.com/ca/mpusd/Board.nsf/files/C7YVGD80A811/$file/2021_10_26%20MPUSD%20ESSER%20III%20-%20Board%20of%20Education.docx.pdf
27660922730240,Learning for Life Charter,Monterey,NaN,NaN,91652,91652,206029,206029,
27660926118962,International School of Monterey,Monterey,NaN,NaN,108002,108002,242783,242783,
27661340000000,Pacific Grove Unified,Monterey,105403,105403,558989,558989,1256574,1256574,
27661420000000,Salinas City Elementary,Monterey,1887955,1887955,9063473,9063473,19919312,20374154,https://resources.finalsite.net/images/v1697751257/salinascityesdorg/j8puazdzdtllbjzt21iq/ESSER_III.pdf
