cds,lea,county,i_exp,i_all,ii_exp,ii_all,iii_exp,iii_all,iii_plan_link
09100900136036,John Adams Academy - El Dorado Hills,El Dorado,NaN,NaN,34097,34097,76647,76647,https://4.files.edl.io/1fac/10/29/21/015702-bb7fef0b-e179-4cb3-ab78-abf823f2aef9.pdf
09618380000000,Buckeye Union Elementary,El Dorado,230697,230697,913582,913582,2053678,2053678,https://drive.google.com/file/d/1DC2GG0dvn4IVcxJ7twSckYxp9GqLcXbG/view
09618380111724,California Montessori Project-Shingle Springs Campus,El Dorado,15974,15974,79414,79414,178517,178517,https://resources.finalsite.net/images/v1657126218/cacmporg/njmxrrznzifjtanandry/cmp-shinglespringsesseriiiexpenditureplan.pdf
09618380136200,Clarksville Charter,El Dorado,NaN,NaN,446648,446648,854134,1004038,https://resources.finalsite.net/images/v1634335506/featherrivercharterorg/fkgqgdymwnsjc8rsjhyj/2021_10_20_board_meeting_packetCCS.pdf
09618380139006,Cottonwood,El Dorado,NaN,NaN,867195,867195,1949404,1949404,https://cottonwoodk12.org/wp-content/uploads/2021/10/Cottonwood-ARP-ESSER-III-2021-2022-1.pdf
09618460000000,Camino Union Elementary,El Dorado,38497,38497,897275,897275,770831,2017022,
09618530000000,El Dorado Union High,El Dorado,481507,481507,1906817,1906817,4152936,4286413,https://www.eduhsd.k12.ca.us/documents/EDUHSD-ESSER-III-Plan-2021-2024-1.pdf
09618790000000,Gold Oak Union Elementary,El Dorado,51653,51653,204552,204552,459821,459821,https://www.gousd.org/files/user/6/file/2021_ESSER_III_Expenditure_Plan_Gold_Oak_Union_Elementary_School_District_20211210.pdf
09618870000000,Gold Trail Union Elementary,El Dorado,26013,26013,103015,103015,231572,231572,https://www.gtusd.org/files/user/42/file/ESSER-lll-Expenditure-Plan-Gold-Trail-USD-2021-22-Approved.pdf
09619030000000,Lake Tahoe Unified,El Dorado,417588,417588,1653690,1653690,2940174,3717397,https://drive.google.com/file/d/1iEIZP7-VZYX95NbpNTlbGfjsuGiIBk54/view
09619290000000,Mother Lode Union Elementary,El Dorado,206231,206231,716041,716041,1552813,1609617,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/1991840/2021_ESSER_III_Expenditure_Plan_Mother_Lode_Union_Elementary_School_District_20220407.pdf
09619450000000,Pioneer Union,El Dorado,68468,68468,328891,328891,269288,739327,https://pioneerusd.org/files/user/4/file/2022_ESSER_III_Expenditure_Plan_Pioneer_Union_Elementary_School_District_20230505.pdf
09619520000000,Placerville Union Elementary,El Dorado,224066,224066,834594,834594,1726162,1876119,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/1738077/2021_ESSER_III_Expenditure_Plan_Placerville_Union_School_District_12-10-2021.pdf
09619600000000,Pollock Pines Elementary,El Dorado,86963,86963,368723,368723,828868,828868,https://www.ppesd.org/files/user/1/file/1205387990304497385.pdf
09619780000000,Rescue Union Elementary,El Dorado,232541,232541,920887,920887,2070099,2070099,https://www.rescueusd.org/documents/Departments/Business/Expenditure%20Plans/ESSER-III-EXPENDITURE-PLAN-DEC-2021.pdf
09737830000000,Black Oak Mine Unified,El Dorado,145647,145647,576775,576775,1296556,1296556,https://agendacast.edfographics.com/AgendaFile.ashx?FileID=61c064f9-a9d2-47a9-a90f-d26d86fe77f2
10101080000000,Fresno County Office of Education,Fresno,1200440,1200440,4784318,4784318,1648641,10754865,https://www.fcoe.org/files/2021-10/2021_ESSER_III_Expenditure_Plan_Fresno_County_Superintendent_of_Schools_20211001_02.pdf
10101080111682,Hume Lake Charter,Fresno,13435,13435,5576,5576,12535,12535,https://drive.google.com/file/d/1iFXImFnC27Vutq3yS2GUw3Zu65xK6Xu8/view
10101080119628,Big Picture Educational Academy,Fresno,94041,94041,372412,372412,837159,837159,https://bpea.school/wp-content/uploads/2022/08/BPEAESSERIIIExpenditurePlan.pdf
10101080127514,Kepler Neighborhood,Fresno,75325,75325,389470,389470,865261,875505,https://drive.google.com/file/d/11vq-MkSkokQIECltGlVdM63BucUDbZ1Y/view
10101080136291,Career Technical Education Charter,Fresno,31805,31805,127095,127095,46037,285702,https://ctec.fcoe.org/sites/ctec.fcoe.org/files/2021-09/2021_CTEC_ESSER_III_Expenditure_Plan.pdf
10101080140186,Clovis Global Academy,Fresno,13204,13204,94459,94459,212339,212339,https://drive.google.com/file/d/1CAnM149rJPCe5ZUvQFRk7dq8ReSek3PD/view
10101086085112,Edison-Bethune Charter Academy,Fresno,213838,213838,834277,834277,1722932,1875405,https://78u.bc8.myftpupload.com/wp-content/uploads/2022/07/2021_ESSER_III_Expenditure_Plan_Edison-Bethune_Charter_Academy_20211122.pdf
10619940000000,Alvina Elementary,Fresno,50547,50547,181849,181849,408786,408786,https://alvinaelementaryschool.org/files/user/2/file/Alvina_ECSD_ESSER_III_Plan_Final.pdf
10620260000000,Big Creek Elementary,Fresno,15956,15956,57452,57452,109463,129149,
10620420000000,Burrel Union Elementary,Fresno,37074,37074,168360,168360,378464,378464,https://www.burrel.k12.ca.us/files/user/31/file/2021_ESSER_III_Expenditure_Plan_Burrel_Elementary_School_20211213.pdf
10621090000000,Clay Joint Elementary,Fresno,27557,27557,104390,104390,196663,234663,https://clayschool.k12.ca.us/files/user/4/file/2021_ESSER_III_Expenditure_Plan_Clay_Elementary_School_10-22-21-(1)1.pdf
10621170000000,Clovis Unified,Fresno,5981305,5981305,24613863,24613863,54528408,55330514,https://www.cusd.com/Downloads/Clovis%20USD%20ESSER%20III%20Expenditure%20Plan3.pdf
10621250000000,Coalinga-Huron Unified,Fresno,1803014,1803014,7152266,7152266,13189210,16077873,https://drive.google.com/file/d/1TFfnwpHiJ4v2L3vafG0Lau3BE2SovBM1/preview
10621580000000,Fowler Unified,Fresno,649224,649224,2570994,2570994,5515173,5779443,https://www.fowlerusd.org/apps/pages/index.jsp?uREC_ID=4351003&type=d&pREC_ID=2540364
10621660000000,Fresno Unified,Fresno,43686554,43686554,173003187,173003187,273609350,388900983,https://web.archive.org/web/20220228080001/https://stafed.fresnounified.org/wp-content/uploads/FINAL-EN-ESSER-III-Expenditure-Plan-2021.10.27.pdf
10621660106740,Aspen Valley Prep Academy,Fresno,103063,103063,391706,391706,880532,880532,https://static1.squarespace.com/static/653800d1351a1a5e9cb2a1fc/t/65691b1eea1eb6210832a15d/1701387041393/2021_ESSER_III_Expenditure_Plan_Aspen_Valley_Preparatory_School_20220208+_1_.pdf
10621660114355,Sierra Charter,Fresno,122055,122055,453747,453747,1019996,1019996,https://content.myconnectsuite.com/api/documents/38605e664b6a44d28b2724d95c69ded1.pdf
10621660114553,University High,Fresno,24341,24341,93839,93839,210945,210945,https://uhsfresno.com/documents/About/ESSER_IIIPlanUpdated12.1.21.pdf
10621660133942,Aspen Meadow Public,Fresno,65719,65719,260255,260255,585037,585037,https://static1.squarespace.com/static/653801c9d354a80cf2801659/t/65d90f5f68bc7f19415a077a/1708724066014/2021_ESSER_III_Expenditure_Plan_Aspen_Meadow_Public_School_20220208.pdf
10621660140764,Golden Charter Academy,Fresno,NaN,NaN,222069,222069,499197,499197,
10621660140806,Aspen Ridge Public,Fresno,NaN,NaN,129352,129352,290776,290776,https://static1.squarespace.com/static/653801abd354a80cf28015cd/t/6595d11ee51b300d479489a7/1704317214767/ARPS-+ESSER+III.pdf
10621661030642,School of Unlimited Learning,Fresno,49421,49421,191201,191201,350054,429808,
10621661030840,Carter G. Woodson Public Charter,Fresno,120106,120106,524552,524552,1179161,1179161,https://www.agapeschools.org/uploads/6/7/6/4/67646387/esser_iii_carter_g._woodson_revised__1_.pdf
10622400000000,Kingsburg Elementary Charter,Fresno,538944,538944,2091268,2091268,4421139,4701047,https://resources.finalsite.net/images/v1727211722/kesdorg/cvpj2ywkjiv5xm1nmdry/ESSER3Plan.pdf
10622570000000,Kingsburg Joint Union High,Fresno,410502,410502,1482243,1482243,1827548,3331996,https://www.kingsburghigh.com/68234_2
10622650000000,Kings Canyon Joint Unified,Fresno,4119297,4119297,16312834,16312834,35953069,36670290,https://resources.finalsite.net/images/v1635894966/kcusdcom/lwik1qo8fzowaayb07mj/2021_ESSER_III_Expenditure_Plan_Kings_Canyon_Joint_Unified_School_DistrictREVIEWED.pdf
10622810000000,Laton Joint Unified,Fresno,301171,301171,1132672,1192669,1459915,2681050,https://resources.finalsite.net/images/v1681213853/latonunifiedorg/lanunpo5nrjazuscs43b/2022_updateesser_iii_expenditure_plandraft.pdf
10623230000000,Monroe Elementary,Fresno,108763,108763,413031,413031,928469,928469,https://web.archive.org/web/20240513005113/https://www.monroe.k12.ca.us/files/page/2706/2021_ESSER_III_Expenditure_Plan_Monroe_Elementary_School_District_10222021_v3.pdf
10623310000000,Orange Center,Fresno,185205,185205,758527,758527,584871,1705125,https://orange.socs.net/vimages/shared/vnews/stories/61b25ffb7be5e/2021_ESSER_III_Expenditure_Plan_Orange_Center_Elementary_School_20211007%20%281%29.pdf
10623310137661,California Virtual Academy at Fresno,Fresno,127034,127034,568852,607877,777699,1366473,
10623560000000,Pacific Union Elementary,Fresno,200630,200630,794516,794516,1502864,1786026,https://www.pacificunion.k12.ca.us/site/handlers/filedownload.ashx?moduleinstanceid=244&dataid=297&FileName=2021_ESSER_III_Expenditure_Plan_Pacific_Union_Elementary_School_20211022.pdf
10623640000000,Parlier Unified,Fresno,2230057,2230057,8831253,8831253,12299269,19852138,https://4.files.edl.io/1009/02/09/22/201225-0b80840f-8965-4c8c-9e59-05135cdb9037.pdf
10623720000000,Pine Ridge Elementary,Fresno,1207,1207,4100,4100,9216,9216,https://www.pineridge.k12.ca.us/581551_3
10623800000000,Raisin City Elementary,Fresno,219043,219043,867433,867433,1559951,1949939,https://resources.finalsite.net/images/v1725382175/raisincityk12caus/qv8mxeqenuzgguiptiwg/2021_ESSER_III_Expenditure_Plan_Raisin_City_Elementary_School_District_20211108.pdf
10624140000000,Sanger Unified,Fresno,2970282,2970282,12288290,12288290,27021774,27623353,
10624300000000,Selma Unified,Fresno,2510167,2510167,9949090,9949090,22364969,22364969,https://resources.finalsite.net/images/v1721623699/selmausdorg/r9iw5kewibqyzn3aca5m/SUSDESSERIIIPlan2023.pdf
10625130000000,Washington Colony Elementary,Fresno,151352,151352,599369,599369,1077877,1347346,https://resources.finalsite.net/images/v1704914396/washingtoncolonyorg/pco4vdyvehopnqzvl8cx/esseriiiexpenditureplan_.pdf
10625390000000,West Park Elementary,Fresno,133028,133028,663272,663272,956843,1490996,https://www.westpark.k12.ca.us/documents/W-P-E-/LCAPESSER-III/ESSER-III/2021_ESSER_III_Expenditure_Plan_West_Park_School_District_20211021.pdf
10625470000000,Westside Elementary,Fresno,123379,123379,468535,468535,790911,1053240,https://westside-elem.k12.ca.us/files/user/1/file/2021-2022-ESSER_III_Expenditure_Plan.pdf
10625470135103,Yosemite Valley Charter,Fresno,NaN,NaN,1078491,1078491,2424385,2424385,https://dwscbcy9jc8hm.cloudfront.net/sites/165/comfy/cms/files/67634/files/original/10-27-2021_-_Board_Packet_-_YV_-_C.pdf
10738090000000,Firebaugh-Las Deltas Unified,Fresno,868563,868563,3124791,3124791,7024346,7024346,https://drive.google.com/file/d/1TUvbX449EgO5xBo2mkPKQ77OYz2Utpo_/view
10739650000000,Central Unified,Fresno,4490259,4490259,17936781,17936781,25571497,40320827,https://4.files.edl.io/d1b9/10/28/21/190536-51bc89b3-20e4-4c43-936a-dddc34c1f2c1.pdf
10739990000000,Kerman Unified,Fresno,1878453,1878453,7438865,7438865,16722130,16722130,https://www.kermanusd.com/cms/lib/CA02219190/Centricity/Domain/4/Kerman%20Unified%20School%20District%20ESSER%20III%20Expenditure%20Plan%2010-28-21.pdf
10751270000000,Mendota Unified,Fresno,1713216,1713216,7213944,7213944,15262176,16216522,https://4.files.edl.io/0761/10/13/21/190004-f06544b8-0787-485f-a947-66ccee0c6d7d.pdf
10752340000000,Golden Plains Unified,Fresno,906505,906505,3274803,3274803,6597844,7361564,
10752750000000,Sierra Unified,Fresno,238133,238133,810768,810768,1599703,1822559,https://web.archive.org/web/20211129021812/https://sierrausd.org/wp-content/uploads/2021/11/11.12.21-SUSD-ESSRIII.pdf
10754080000000,Riverdale Joint Unified,Fresno,452570,452570,2708769,2708769,5549982,6089154,https://drive.google.com/file/d/1uaqLNGkE8N6eVfz7Xjq6shT7UfCoYF_f/view
10755980000000,Caruthers Unified,Fresno,555281,555281,2341525,2341525,3920289,5263610,https://resources.finalsite.net/images/v1704929831/caruthersk12caus/b4844fdvrvmrq9zptc6m/20212022_ESSER_III_Plan_for_Caruthers_Unified.pdf
10767780000000,Washington Unified,Fresno,1614067,1614067,6367615,6563194,8448501,14753674,https://www.washingtonunified.org/wp-content/uploads/2021/11/2021_ESSER_III_Expenditure_Plan_Washington_Unified_School_District-V.3.pdf
10767781030774,W.E.B. DuBois Public Charter,Fresno,125093,125093,495379,495379,1113583,1113583,https://www.agapeschools.org/uploads/6/7/6/4/67646387/esser_iii_w.e.b_dubois__1_.pdf
11101160000000,Glenn County Office of Education,Glenn,36087,36087,142910,142910,299867,321253,
11101160124909,Walden Academy,Glenn,27716,27716,109756,109756,246726,246726,https://www.waldenacademy.org/documents/ESSER-III-Expenditure-Plan.pdf
11625540000000,Capay Joint Union Elementary,Glenn,30838,30838,119746,119746,269183,269183,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/2012813/2021_ESSER_III_Expenditure_Plan_Capay_Joint_Union_Elementary_School_20220415.pdf
11625960000000,Lake Elementary,Glenn,1199,1199,4072,4072,9154,9154,
11625960139550,Lake View Charter,Glenn,NaN,NaN,228771,228771,514263,514263,https://resources.finalsite.net/images/v1634335901/featherrivercharterorg/pzxexa5cfwjporxeunua/2021_10_20_board_meeting_packetLV.pdf
11626380000000,Plaza Elementary,Glenn,1339,1339,4818,4818,10831,10831,
11626460000000,Princeton Joint Unified,Glenn,18798,18798,81194,81194,182519,182519,https://web.archive.org/web/20220705065911/https://pjusd.org/sites/default/files/attachments/2021_ESSER_III_Expenditure_Plan_Princeton_Joint_Unified_School_District_20211018.pdf
11626530000000,Stony Creek Joint Unified,Glenn,54275,54275,202770,202770,56141,455816,
11626610000000,Willows Unified,Glenn,294523,294523,1094686,1094686,1820653,2460790,https://www.willowsunified.org/documents/Agendas%20and%20Minutes/1-2021-22/10-14/ESSER-III-Expennditure-Plan.pdf
11754810000000,Orland Joint Unified,Glenn,569802,569802,2256473,2256473,4719915,5072418,https://www.orlandusd.net/documents/COVID/2021_ESSER_III_Expenditure_Plan_Orland_Unified_School_District_20220114.pdf
11765620000000,Hamilton Unified,Glenn,150823,150823,543051,543051,1220747,1220747,https://www.husdschools.org/site/handlers/filedownload.ashx?moduleinstanceid=6028&dataid=10284&FileName=2021_ESSER_III_Expenditure_Plan_Hamilton_Unified_School_District_ADOPTED%20102021.pdf
12101240000000,Humboldt County Office of Education,Humboldt,150635,150635,566003,566003,874944,1272341,https://hcoe.org/wp-content/uploads/2021_ESSER_III_Expenditure_Plan_Humboldt_County_Office_of_Education_20211007.pdf
12101240134163,Northcoast Preparatory and Performing Arts Academy,Humboldt,16398,16398,55717,55717,125248,125248,https://northcoastprep.org/wp-content/uploads/2022/04/NPA_ESSER_III_Expenditure_Plan.pdf
12101240137364,Northern United - Humboldt Charter,Humboldt,86220,86220,341440,341440,767537,767537,https://www.nucharters.org/wp-content/uploads/2021/11/2021_ESSER_III_Expenditure_Plan_Northern_United_-_Humboldt_Charter_School_20211109-revised.pdf
12101246008221,Agnes J. Johnson Charter,Humboldt,14753,14753,58954,58954,132525,132525,https://img1.wsimg.com/blobby/go/47aa88ab-c998-47ba-91c9-648f9ee7ab97/downloads/AJJCS%20ESSER%20III%20Spending%20Plan%20102521%20Rev%2011292.pdf?ver=1726762528164
12626790000000,Arcata Elementary,Humboldt,365667,365667,1448079,1448079,2951634,3255197,https://4.files.edl.io/882e/10/12/21/162627-24856658-7c07-4fbe-ad50-efc0ee09ee45.pdf
12626790109975,Fuente Nueva Charter,Humboldt,12898,12898,51076,51076,114815,114815,http://apps.humboldt.k12.ca.us/sites/fuentenueva/wp-content/uploads/sites/16/2021_ESSER_III_Expenditure_Plan_FNCS.pdf
12626790111708,Union Street Charter,Humboldt,7322,7322,NaN,NaN,NaN,NaN,
12626790137653,Redwood Coast Montessori,Humboldt,12091,12091,57178,57178,128532,128532,https://redwoodcoastmontessori.org/wp-content/uploads/2022/04/RCM-ESSER-III-Plan.pdf
12626796120562,Coastal Grove Charter,Humboldt,38835,38835,160290,160290,360320,360323,
12626870000000,Northern Humboldt Union High,Humboldt,240402,240402,1093627,1093627,2458409,2458409,https://4.files.edl.io/3a63/04/13/22/174610-944715d2-9bc1-49d0-b594-265e6340a806.pdf
12626870124263,Laurel Tree Charter,Humboldt,34628,34628,117660,117660,264493,264493,https://www.laureltreecs.org/general-6-3
12627030000000,Blue Lake Union Elementary,Humboldt,28489,28489,164256,164256,369239,369239,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/1747789/2021_ESSER_III_Expenditure_Plan.pdf
12627290000000,Bridgeville Elementary,Humboldt,1545,1545,81466,81466,153296,183131,
12627370000000,Cuddeback Union Elementary,Humboldt,18766,18766,74315,74315,167055,167055,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/3910/CUSD/3536533/ESSER_III_Expenditure_Plan_Cuddeback_Union_Elementary_School_District_20211021__2_.pdf
12627450000000,Cutten Elementary,Humboldt,218227,218227,820416,820416,1824083,1844247,https://cuttensd.org/wp-content/uploads/2021_ESSER_III_Expenditure_Plan_Cutten_Elementary_School_District_20220623-1.pdf
12627940000000,Fieldbrook Elementary,Humboldt,20328,20328,76865,76865,172787,172787,https://drive.google.com/file/d/1tmBNQcmgmmtlAZc4IuzMVDm-bMwZZpU3/view
12628100000000,Fortuna Union High,Humboldt,161880,161880,818746,818746,1840492,1840492,https://4.files.edl.io/87f6/04/06/22/225825-bb48c49a-fe4c-49c9-b154-49565ab7c5e0.pdf
12628280000000,Freshwater Elementary,Humboldt,42783,42783,145367,145367,326777,326777,
12628850000000,Hydesville Elementary,Humboldt,19651,19651,130696,130696,292885,293797,https://web.archive.org/web/20220524034100/https://hydesvilleschool.org/wp-content/uploads/2021_ESSER_III_Expenditure_Plan_Hydesville_Elementary_School_20220414.pdf
12628930000000,Jacoby Creek Elementary,Humboldt,18045,18045,78071,78071,175499,175499,https://4.files.edl.io/3e30/10/12/21/210013-f2b80f8d-4202-4f6e-9f14-b576622e4d15.pdf
12629010000000,Klamath-Trinity Joint Unified,Humboldt,566014,566014,2478837,2478837,2511521,5572279,
12629270000000,Loleta Union Elementary,Humboldt,45406,45406,186198,186198,418562,418562,https://loletaschool.org/wp-content/uploads/2021_ESSER_III_Expenditure_Plan_Loleta_Union_Elementary_School_District_20211028.pdf
